
2018-11-24 11:45:24,<built-in function time>
2018-11-24 11:45:25,<built-in function time>
2018-11-24 11:45:26,<built-in function time>
2018-11-24 11:45:27,<built-in function time>
2018-11-24 11:45:28,<built-in function time>
2018-11-24 11:45:29,<built-in function time>
2018-11-24 11:45:30,<built-in function time>
2018-11-24 11:45:31,<built-in function time>
2018-11-24 11:45:32,<built-in function time>
2018-11-24 11:45:33,<built-in function time>
2018-11-24 11:45:34,<built-in function time>
2018-11-24 11:45:35,<built-in function time>
2018-11-24 11:45:36,<built-in function time>
2018-11-24 11:45:37,<built-in function time>
2018-11-24 11:45:38,<built-in function time>
2018-11-24 11:45:39,<built-in function time>
2018-11-24 11:45:40,<built-in function time>
2018-11-24 11:45:41,<built-in function time>
2018-11-24 11:45:42,<built-in function time>
2018-11-24 11:45:43,<built-in function time>
2018-11-24 11:45:44,<built-in function time>
2018-11-24 11:45:45,<built-in function time>
2018-11-24 11:45:46,<built-in function time>
2018-11-24 11:45:47,<built-in function time>
2018-11-24 11:45:48,<built-in function time>
2018-11-24 11:45:49,<built-in function time>
2018-11-24 11:45:50,<built-in function time>
2018-11-24 11:45:51,<built-in function time>
2018-11-24 11:45:52,<built-in function time>
2018-11-24 11:45:53,<built-in function time>
2018-11-24 11:45:54,<built-in function time>
2018-11-24 11:45:55,<built-in function time>
2018-11-24 11:45:56,<built-in function time>
2018-11-24 11:45:57,<built-in function time>
2018-11-24 11:45:58,<built-in function time>
2018-11-24 11:45:59,<built-in function time>
2018-11-24 11:46:00,<built-in function time>
2018-11-24 11:46:01,<built-in function time>
2018-11-24 11:46:02,<built-in function time>
2018-11-24 11:46:03,<built-in function time>
2018-11-24 11:46:04,<built-in function time>
2018-11-24 11:46:05,<built-in function time>
2018-11-24 11:46:06,<built-in function time>
2018-11-24 11:46:07,<built-in function time>
2018-11-24 11:46:08,<built-in function time>
2018-11-24 11:46:09,<built-in function time>
2018-11-24 11:46:10,<built-in function time>
2018-11-24 11:46:11,<built-in function time>
2018-11-24 11:46:12,<built-in function time>
2018-11-24 11:46:13,<built-in function time>
2018-11-24 11:46:14,<built-in function time>
2018-11-24 11:46:15,<built-in function time>
2018-11-24 11:46:16,<built-in function time>
2018-11-24 11:46:17,<built-in function time>
2018-11-24 11:46:18,<built-in function time>
2018-11-24 11:46:19,<built-in function time>
2018-11-24 11:46:20,<built-in function time>
2018-11-24 11:46:21,<built-in function time>
2018-11-24 11:46:22,<built-in function time>
2018-11-24 11:46:23,<built-in function time>
2018-11-24 11:46:24,<built-in function time>
2018-11-24 11:46:25,<built-in function time>
2018-11-24 11:46:26,<built-in function time>
2018-11-24 11:46:27,<built-in function time>
2018-11-24 11:46:28,<built-in function time>
2018-11-24 11:46:29,<built-in function time>
2018-11-24 11:46:30,<built-in function time>
2018-11-24 11:46:31,<built-in function time>
2018-11-24 11:46:32,<built-in function time>
2018-11-24 11:46:33,<built-in function time>
2018-11-24 11:46:34,<built-in function time>
2018-11-24 11:46:35,<built-in function time>
2018-11-24 11:46:36,<built-in function time>
2018-11-24 11:46:37,<built-in function time>
2018-11-24 11:46:38,<built-in function time>
2018-11-24 11:46:39,<built-in function time>
2018-11-24 11:46:40,<built-in function time>
2018-11-24 11:46:41,<built-in function time>
2018-11-24 11:46:42,<built-in function time>
2018-11-24 11:46:43,<built-in function time>
2018-11-24 11:46:44,<built-in function time>
2018-11-24 11:46:45,<built-in function time>
2018-11-24 11:46:46,<built-in function time>
2018-11-24 11:46:47,<built-in function time>
2018-11-24 11:46:48,<built-in function time>
2018-11-24 11:46:49,<built-in function time>
2018-11-24 11:46:50,<built-in function time>
2018-11-24 11:46:51,<built-in function time>
2018-11-24 11:46:52,<built-in function time>
2018-11-24 11:46:53,<built-in function time>
2018-11-24 11:46:54,<built-in function time>
2018-11-24 11:46:55,<built-in function time>
2018-11-24 11:46:56,<built-in function time>
2018-11-24 11:46:57,<built-in function time>
2018-11-24 11:46:58,<built-in function time>
2018-11-24 11:46:59,<built-in function time>
2018-11-24 11:47:00,<built-in function time>
2018-11-24 11:47:01,<built-in function time>
2018-11-24 11:47:02,<built-in function time>
2018-11-24 11:47:03,<built-in function time>
2018-11-24 11:47:04,<built-in function time>
2018-11-24 11:47:05,<built-in function time>
2018-11-24 11:47:06,<built-in function time>
2018-11-24 11:47:07,<built-in function time>
2018-11-24 11:47:08,<built-in function time>
2018-11-24 11:47:09,<built-in function time>
2018-11-24 11:47:10,<built-in function time>
2018-11-24 11:47:11,<built-in function time>
2018-11-24 11:47:12,<built-in function time>
2018-11-24 11:47:13,<built-in function time>
2018-11-24 11:47:14,<built-in function time>
2018-11-24 11:47:15,<built-in function time>
2018-11-24 11:47:16,<built-in function time>
2018-11-24 11:47:17,<built-in function time>
2018-11-24 11:47:18,<built-in function time>
2018-11-24 11:47:19,<built-in function time>
2018-11-24 11:47:20,<built-in function time>
2018-11-24 11:47:21,<built-in function time>
2018-11-24 11:47:22,<built-in function time>
2018-11-24 11:47:23,<built-in function time>
2018-11-24 11:47:24,<built-in function time>
2018-11-24 11:47:25,<built-in function time>
2018-11-24 11:47:26,<built-in function time>
2018-11-24 11:47:27,<built-in function time>
2018-11-24 11:47:28,<built-in function time>
2018-11-24 11:47:29,<built-in function time>
2018-11-24 11:47:30,<built-in function time>
2018-11-24 11:47:31,<built-in function time>
2018-11-24 11:47:32,<built-in function time>
2018-11-24 11:47:33,<built-in function time>
2018-11-24 11:47:34,<built-in function time>
2018-11-24 11:47:35,<built-in function time>
2018-11-24 11:47:36,<built-in function time>
2018-11-24 11:47:37,<built-in function time>
2018-11-24 11:47:38,<built-in function time>
2018-11-24 11:47:39,<built-in function time>
2018-11-24 11:47:40,<built-in function time>
2018-11-24 11:47:41,<built-in function time>
2018-11-24 11:47:42,<built-in function time>
2018-11-24 11:47:43,<built-in function time>
2018-11-24 11:47:44,<built-in function time>
2018-11-24 11:47:45,<built-in function time>
2018-11-24 11:47:46,<built-in function time>
2018-11-24 11:47:47,<built-in function time>
2018-11-24 11:47:48,<built-in function time>
2018-11-24 11:47:49,<built-in function time>
2018-11-24 11:47:50,<built-in function time>
2018-11-24 11:47:51,<built-in function time>
2018-11-24 11:47:52,<built-in function time>
2018-11-24 11:47:53,<built-in function time>
2018-11-24 11:47:54,<built-in function time>
2018-11-24 11:47:55,<built-in function time>
2018-11-24 11:47:56,<built-in function time>
2018-11-24 11:47:57,<built-in function time>
2018-11-24 11:47:58,<built-in function time>
2018-11-24 11:47:59,<built-in function time>
2018-11-24 11:48:00,<built-in function time>
2018-11-24 11:48:01,<built-in function time>
2018-11-24 11:48:02,<built-in function time>
2018-11-24 11:48:03,<built-in function time>
2018-11-24 11:48:04,<built-in function time>
2018-11-24 11:48:05,<built-in function time>
2018-11-24 11:48:06,<built-in function time>
2018-11-24 11:48:07,<built-in function time>
2018-11-24 11:48:08,<built-in function time>
2018-11-24 11:48:09,<built-in function time>
2018-11-24 11:48:10,<built-in function time>
2018-11-24 11:48:11,<built-in function time>
2018-11-24 11:48:12,<built-in function time>
2018-11-24 11:48:13,<built-in function time>
2018-11-24 11:48:14,<built-in function time>
2018-11-24 11:48:15,<built-in function time>
2018-11-24 11:48:16,<built-in function time>
2018-11-24 11:48:17,<built-in function time>
2018-11-24 11:48:18,<built-in function time>
2018-11-24 11:48:19,<built-in function time>
2018-11-24 11:48:20,<built-in function time>
2018-11-24 11:48:21,<built-in function time>
2018-11-24 11:48:22,<built-in function time>
2018-11-24 11:48:23,<built-in function time>
2018-11-24 11:48:24,<built-in function time>
2018-11-24 11:48:25,<built-in function time>
2018-11-24 11:48:26,<built-in function time>
2018-11-24 11:48:27,<built-in function time>
2018-11-24 11:48:28,<built-in function time>
2018-11-24 11:48:29,<built-in function time>
2018-11-24 11:48:30,<built-in function time>
2018-11-24 11:48:31,<built-in function time>
2018-11-24 11:48:32,<built-in function time>
2018-11-24 11:48:33,<built-in function time>
2018-11-24 11:48:34,<built-in function time>
2018-11-24 11:48:35,<built-in function time>
2018-11-24 11:48:36,<built-in function time>
2018-11-24 11:48:37,<built-in function time>
2018-11-24 11:48:38,<built-in function time>
2018-11-24 11:48:39,<built-in function time>
2018-11-24 11:48:40,<built-in function time>
2018-11-24 11:48:41,<built-in function time>
